part,severity,damage_type,coverage_percent,cost
back_bumper,minor,scratch,17.65,1292
hood,moderate,lamp broken,6.36,16487
front_bumper,minor,tire flat,7.46,2294
front_glass,minor,tire flat,15.58,5752
front_light,moderate,scratch,9.08,1161
front_bumper,minor,dent,10.34,2729
back_bumper,minor,crack,2.01,2824
front_glass,minor,tire flat,24.71,6637
back_bumper,minor,lamp broken,16.37,5449
front_bumper,minor,tire flat,9.08,2477
hood,minor,dent,24.58,4537
front_bumper,minor,crack,21.93,4163
back_light,minor,dent,13.73,1691
back_glass,minor,crack,15.65,7309
front_light,moderate,scratch,4.69,1164
front_light,minor,tire flat,7.86,1323
front_door,minor,lamp broken,23.77,8096
back_door,moderate,lamp broken,18.71,13397
hood,minor,tire flat,1.09,3720
back_glass,minor,lamp broken,16.39,10676
hood,minor,crack,11.09,5645
back_light,severe,scratch,11.3,1861
front_door,minor,tire flat,18.19,3550
back_glass,minor,glass shatter,12.53,15289
back_light,moderate,dent,11.64,2595
front_glass,minor,glass shatter,15.17,19190
back_door,minor,crack,20.49,5472
back_door,minor,glass shatter,4.59,10218
front_glass,moderate,crack,14.52,14219
hood,moderate,lamp broken,23.41,17597
back_light,minor,scratch,4.47,660
back_door,moderate,glass shatter,23.7,14850
back_glass,minor,scratch,17.3,2468
back_bumper,moderate,tire flat,19.31,3483
front_bumper,minor,tire flat,16.31,2036
hood,moderate,crack,24.63,11071
front_bumper,moderate,dent,11.68,4900
front_door,moderate,scratch,2.86,3196
hood,moderate,lamp broken,1.95,13948
back_light,minor,glass shatter,9.47,3250
front_light,minor,lamp broken,14.94,3066
front_glass,minor,scratch,14.2,3182
hood,minor,lamp broken,5.93,7451
back_glass,moderate,dent,10.57,7890
front_glass,minor,tire flat,3.75,5491
back_bumper,moderate,tire flat,18.72,3596
hood,minor,dent,14.61,5500
hood,minor,tire flat,16.74,4289
hood,moderate,scratch,1.64,3867
back_bumper,minor,glass shatter,19.25,7963
back_bumper,minor,dent,15.07,2471
back_glass,moderate,lamp broken,10.3,16080
back_light,minor,scratch,17.95,705
front_glass,minor,tire flat,22.65,6488
back_light,minor,tire flat,11.1,1084
hood,minor,lamp broken,13.45,9569
back_light,minor,scratch,17.57,576
front_light,minor,glass shatter,3.44,3921
back_light,minor,dent,9.17,1260
front_door,moderate,glass shatter,1.79,14913
back_door,minor,lamp broken,15.48,7685
back_light,minor,lamp broken,20.73,2540
front_bumper,severe,crack,13.9,8577
back_door,minor,crack,22.31,5556
back_door,severe,scratch,24.47,5219
back_bumper,minor,scratch,24.77,1109
front_glass,moderate,lamp broken,18.85,22161
front_light,moderate,glass shatter,13.91,8428
back_glass,moderate,scratch,8.26,4173
front_bumper,minor,crack,8.01,3444
front_light,moderate,lamp broken,1.59,5362
back_light,moderate,glass shatter,11.25,5887
back_bumper,minor,dent,23.5,2889
front_light,moderate,scratch,13.14,1205
back_door,moderate,crack,12.96,7734
back_glass,severe,lamp broken,17.06,26974
back_light,minor,dent,24.08,1682
back_light,minor,tire flat,14.56,1021
hood,severe,crack,16.89,17403
back_light,minor,scratch,3.17,692
front_door,minor,dent,16.04,3904
back_light,minor,lamp broken,10.34,2938
back_light,minor,crack,10.22,1771
front_bumper,minor,glass shatter,3.94,7759
front_door,minor,lamp broken,2.98,7284
front_bumper,severe,tire flat,23.3,5717
back_door,minor,glass shatter,1.32,8383
back_glass,minor,dent,3.26,5183
back_door,moderate,tire flat,7.88,5578
back_light,moderate,crack,17.02,2972
back_bumper,moderate,tire flat,20.62,3269
front_light,minor,glass shatter,18.66,4157
back_glass,minor,lamp broken,16.95,11050
back_light,moderate,dent,11.19,2698
front_door,minor,tire flat,18.42,3389
back_glass,moderate,dent,5.53,8266
front_light,moderate,dent,10.06,2848
front_glass,minor,dent,24.94,8045
back_light,minor,crack,23.8,1642
back_glass,moderate,scratch,24.49,3881
hood,minor,dent,24.73,5660
front_glass,minor,lamp broken,11.1,12006
back_bumper,minor,dent,11.86,2320
back_glass,minor,tire flat,20.54,3818
front_bumper,moderate,dent,6.07,5160
front_door,minor,dent,21.44,4822
front_glass,minor,crack,20.42,9811
back_door,minor,lamp broken,12.75,6096
back_light,moderate,dent,19.78,2440
front_glass,moderate,lamp broken,9.54,22275
back_glass,moderate,glass shatter,10.02,24872
back_door,moderate,crack,1.63,8348
hood,minor,crack,5.29,6452
front_door,moderate,dent,24.49,7987
front_bumper,severe,crack,7.14,9522
front_light,minor,scratch,22.85,761
back_bumper,minor,crack,6.79,2917
front_bumper,minor,crack,18.55,3926
front_door,minor,tire flat,14.93,2967
front_door,minor,dent,17.72,4347
hood,minor,lamp broken,20.77,8503
back_glass,minor,tire flat,1.34,3716
back_light,minor,glass shatter,11.45,3313
back_light,moderate,dent,20.31,2554
back_bumper,moderate,dent,13.86,5064
back_door,minor,crack,3.02,3952
back_door,minor,crack,12.55,4576
back_door,minor,dent,14.16,3926
back_door,moderate,dent,10.73,6394
front_glass,minor,crack,19.26,9826
front_glass,minor,tire flat,21.11,5142
front_glass,moderate,lamp broken,6.87,22294
back_door,severe,crack,5.3,12951
back_bumper,minor,glass shatter,5.43,5716
hood,moderate,glass shatter,24.44,23856
front_door,minor,tire flat,8.83,3466
back_glass,moderate,crack,3.3,11235
back_bumper,minor,glass shatter,1.88,6108
front_bumper,moderate,crack,14.59,5226
front_glass,moderate,glass shatter,5.94,31320
back_glass,minor,scratch,4.28,1966
front_door,moderate,scratch,15.09,2816
back_glass,minor,dent,4.36,4411
back_bumper,minor,dent,5.99,2603
back_light,moderate,scratch,5.62,1102
front_door,minor,scratch,23.93,1721
back_light,minor,scratch,15.34,633
front_glass,minor,tire flat,4.03,4993
hood,minor,glass shatter,20.3,13732
front_glass,minor,dent,15.01,7029
back_light,minor,crack,2.31,1874
front_door,minor,scratch,11.89,1924
back_light,moderate,crack,14.2,3144
back_glass,minor,lamp broken,6.57,8936
back_door,moderate,crack,24.93,9444
front_glass,moderate,crack,14.51,12740
front_light,severe,glass shatter,9.87,11050
hood,moderate,dent,11.0,7828
front_bumper,moderate,glass shatter,9.87,11521
front_door,minor,scratch,11.6,2093
front_bumper,minor,glass shatter,8.63,6837
back_light,moderate,lamp broken,17.55,5037
back_glass,moderate,tire flat,14.84,7758
back_light,minor,scratch,22.06,727
front_glass,severe,glass shatter,4.62,41158
front_light,minor,dent,11.98,1843
front_glass,moderate,scratch,14.13,4868
front_bumper,severe,scratch,7.88,3474
hood,minor,tire flat,17.05,3439
back_door,moderate,glass shatter,4.53,16047
back_light,moderate,lamp broken,22.35,4642
back_door,minor,glass shatter,21.65,10757
hood,minor,dent,22.53,5283
back_light,minor,tire flat,1.7,939
back_light,minor,glass shatter,2.41,3796
back_bumper,minor,dent,15.73,2947
hood,minor,tire flat,22.51,3955
front_bumper,minor,lamp broken,4.16,4491
front_bumper,moderate,glass shatter,15.21,11995
front_light,minor,glass shatter,16.42,5068
back_glass,moderate,glass shatter,8.12,23806
back_light,moderate,scratch,12.04,1170
front_bumper,minor,dent,20.7,2856
back_door,minor,tire flat,16.41,3222
front_glass,minor,tire flat,12.04,5696
front_light,minor,tire flat,17.37,1431
back_light,minor,crack,3.66,1531
front_glass,minor,dent,19.85,7489
back_door,moderate,glass shatter,6.93,16403
back_bumper,minor,dent,6.56,2940
back_light,severe,glass shatter,11.06,9947
back_light,minor,tire flat,20.07,1114
hood,minor,tire flat,18.48,4549
front_glass,moderate,glass shatter,1.9,32827
hood,minor,dent,1.25,4456
back_door,minor,dent,8.48,4206
back_glass,minor,dent,14.48,5965
front_glass,minor,dent,14.06,6171
back_door,moderate,lamp broken,6.91,9934
back_light,minor,crack,18.83,1766
hood,moderate,crack,24.91,9913
back_light,minor,dent,17.69,1542
back_door,moderate,glass shatter,23.28,15186
hood,minor,glass shatter,8.77,12540
back_door,minor,glass shatter,22.05,11102
back_door,moderate,lamp broken,23.23,13059
back_glass,severe,crack,17.06,15150
hood,moderate,lamp broken,3.12,12535
back_glass,minor,lamp broken,16.17,9106
front_light,minor,tire flat,23.31,1327
front_glass,moderate,glass shatter,9.84,28789
front_glass,moderate,scratch,6.73,5539
back_door,severe,dent,12.98,10609
back_door,severe,tire flat,3.93,7818
front_bumper,minor,scratch,4.64,1208
back_bumper,moderate,dent,2.98,4030
front_door,minor,dent,16.92,4795
back_glass,minor,glass shatter,14.15,14951
front_door,severe,scratch,5.21,4949
front_bumper,minor,dent,16.19,2816
back_door,minor,tire flat,14.03,3188
front_bumper,minor,lamp broken,22.84,5389
front_bumper,moderate,lamp broken,23.79,8470
back_bumper,minor,dent,15.18,2793
front_door,minor,glass shatter,23.54,12471
back_light,minor,crack,13.12,2014
back_glass,moderate,glass shatter,3.07,19479
front_glass,moderate,scratch,9.68,4982
front_bumper,moderate,glass shatter,12.43,13179
back_door,moderate,crack,16.69,7454
back_light,severe,dent,10.07,4062
front_glass,minor,scratch,19.9,3272
back_door,minor,dent,16.32,4266
front_glass,moderate,lamp broken,17.14,24524
back_door,minor,glass shatter,4.38,9363
back_glass,minor,scratch,3.67,2167
back_glass,minor,scratch,14.25,2161
hood,minor,scratch,13.87,2227
back_glass,minor,lamp broken,25.0,10277
front_bumper,minor,dent,3.21,3011
hood,minor,crack,20.26,5859
back_door,minor,tire flat,6.91,3050
front_door,minor,scratch,19.71,1869
back_glass,moderate,scratch,13.73,3536
back_bumper,minor,glass shatter,16.35,7797
front_door,moderate,glass shatter,1.98,18011
hood,minor,scratch,23.24,2015
back_door,moderate,dent,3.46,5750
front_door,minor,scratch,15.72,2068
back_glass,moderate,lamp broken,3.29,15760
front_bumper,moderate,glass shatter,20.2,12235
back_glass,minor,lamp broken,3.04,9060
hood,minor,lamp broken,10.25,9494
front_light,moderate,lamp broken,24.23,5823
back_light,moderate,glass shatter,19.55,6818
back_door,moderate,scratch,15.89,3231
front_light,severe,crack,22.69,6623
front_glass,moderate,lamp broken,8.65,19621
front_door,severe,crack,19.82,14322
front_bumper,moderate,tire flat,14.07,3609
back_bumper,moderate,glass shatter,11.32,11715
front_bumper,moderate,crack,13.48,6576
front_glass,minor,dent,18.47,7054
front_glass,minor,glass shatter,11.86,16875
front_light,minor,dent,8.64,1712
back_door,minor,scratch,14.44,1621
hood,minor,dent,6.28,4195
front_bumper,minor,scratch,10.56,1344
front_glass,minor,crack,12.04,9498
back_glass,moderate,crack,20.48,11344
back_glass,moderate,scratch,22.62,3735
front_bumper,minor,lamp broken,1.77,4377
back_glass,minor,crack,8.94,5919
front_glass,minor,lamp broken,13.83,12003
front_bumper,severe,lamp broken,10.22,15206
front_glass,minor,dent,4.95,6744
back_light,minor,scratch,4.47,686
front_bumper,minor,crack,6.33,3080
hood,minor,scratch,6.43,2029
back_glass,minor,lamp broken,5.41,10156
back_door,minor,glass shatter,12.65,11114
back_glass,minor,scratch,3.09,2235
back_glass,minor,dent,6.78,4687
front_glass,moderate,glass shatter,12.4,34503
back_bumper,minor,glass shatter,4.03,6249
back_bumper,minor,scratch,6.54,1033
back_bumper,minor,crack,23.5,3277
back_glass,minor,scratch,3.29,2317
back_door,minor,lamp broken,6.84,6402
back_light,moderate,glass shatter,3.03,5244
back_bumper,minor,tire flat,18.01,2213
front_glass,minor,dent,5.42,6536
front_bumper,minor,tire flat,13.34,2218
front_bumper,moderate,dent,14.9,5156
back_glass,minor,scratch,20.05,2336
back_light,moderate,scratch,2.99,1010
front_light,severe,glass shatter,13.83,10654
front_door,minor,glass shatter,18.61,11945
front_light,moderate,dent,3.84,2665
front_door,moderate,scratch,17.78,2778
back_door,minor,tire flat,12.97,3403
front_glass,minor,crack,5.24,8300
front_glass,minor,dent,19.81,6609
back_door,moderate,tire flat,12.44,4332
back_door,moderate,tire flat,4.74,4442
back_door,minor,glass shatter,14.13,11123
back_bumper,moderate,glass shatter,12.47,11086
front_door,minor,scratch,5.76,1773
hood,moderate,crack,2.72,8732
hood,minor,tire flat,13.3,3823
front_light,minor,dent,21.3,1903
back_light,minor,dent,23.54,1438
front_door,moderate,scratch,13.91,3451
back_glass,moderate,scratch,2.76,3368
front_glass,moderate,crack,16.03,16189
front_glass,minor,lamp broken,24.3,14295
hood,minor,tire flat,12.78,3973
front_light,minor,glass shatter,2.72,4933
back_light,minor,lamp broken,3.26,2716
back_bumper,moderate,glass shatter,4.93,10694
front_bumper,minor,scratch,21.78,1521
front_door,moderate,dent,12.71,7893
front_door,minor,crack,20.39,4860
front_door,minor,tire flat,23.33,3269
front_light,minor,glass shatter,11.59,4239
front_glass,minor,scratch,20.54,3345
front_door,minor,dent,10.76,3670
back_bumper,moderate,glass shatter,24.3,11673
front_glass,severe,lamp broken,21.61,31414
back_bumper,moderate,glass shatter,19.02,12952
front_light,moderate,scratch,6.55,1209
back_bumper,minor,lamp broken,19.66,4541
front_bumper,minor,scratch,14.81,1250
front_door,minor,dent,19.9,4022
front_light,moderate,glass shatter,21.57,8870
back_bumper,severe,crack,24.34,9744
front_light,minor,scratch,21.74,772
back_bumper,minor,glass shatter,6.52,6818
back_glass,minor,dent,14.33,5897
back_glass,minor,scratch,16.48,2675
back_bumper,moderate,lamp broken,7.47,6716
front_glass,minor,glass shatter,18.52,15986
back_light,moderate,glass shatter,17.1,7081
hood,minor,glass shatter,3.71,14056
back_glass,moderate,dent,21.18,10278
hood,minor,crack,7.44,5797
front_bumper,minor,lamp broken,24.83,5092
front_light,moderate,tire flat,1.55,2363
back_glass,minor,tire flat,10.73,4369
back_door,minor,tire flat,1.21,2693
front_bumper,severe,lamp broken,22.38,16267
back_glass,moderate,dent,9.89,8549
back_bumper,moderate,dent,4.49,4416
back_door,severe,lamp broken,9.98,19697
back_bumper,minor,dent,8.96,2532
front_light,moderate,crack,13.73,3834
back_bumper,moderate,lamp broken,6.2,7699
hood,moderate,lamp broken,18.48,13233
front_bumper,minor,tire flat,7.76,2097
back_door,minor,crack,22.45,4685
back_light,minor,crack,16.22,1624
hood,minor,tire flat,8.45,3631
hood,minor,dent,15.99,4380
front_glass,severe,lamp broken,10.15,32737
front_light,minor,glass shatter,1.87,4883
back_bumper,moderate,scratch,19.97,2132
front_glass,minor,lamp broken,14.41,13473
front_light,minor,tire flat,3.24,1267
front_glass,severe,glass shatter,13.42,47439
back_door,moderate,lamp broken,20.84,11433
front_door,moderate,lamp broken,13.51,12903
back_glass,minor,glass shatter,21.87,15098
back_bumper,severe,crack,13.87,8405
front_bumper,moderate,crack,2.61,5484
front_door,moderate,glass shatter,14.09,16442
back_light,moderate,scratch,15.24,1192
back_glass,minor,crack,10.6,5770
front_light,minor,tire flat,14.43,1215
front_door,moderate,lamp broken,23.3,12608
front_light,moderate,lamp broken,1.1,5514
back_light,minor,dent,13.37,1355
front_light,minor,scratch,10.22,800
back_light,minor,crack,16.31,2004
back_bumper,minor,scratch,21.99,1188
front_bumper,minor,glass shatter,6.73,7996
front_light,severe,scratch,1.18,2230
front_light,moderate,scratch,21.22,1422
back_light,moderate,lamp broken,21.27,5155
front_light,minor,glass shatter,18.93,5015
back_door,minor,lamp broken,8.66,7083
front_light,minor,tire flat,10.36,1166
back_bumper,minor,dent,2.99,2224
back_glass,moderate,tire flat,4.38,6235
front_bumper,minor,glass shatter,17.27,6712
front_light,moderate,tire flat,24.65,2142
front_glass,moderate,dent,14.98,11869
front_glass,moderate,crack,11.43,15511
front_glass,minor,glass shatter,1.98,17774
front_glass,moderate,lamp broken,5.67,21989
back_bumper,moderate,dent,9.8,3944
front_bumper,severe,scratch,10.12,3677
back_light,moderate,glass shatter,23.97,6018
back_door,minor,lamp broken,7.2,7597
back_bumper,minor,glass shatter,17.64,6916
back_light,minor,glass shatter,3.74,3612
back_door,severe,dent,8.89,10788
back_door,minor,dent,18.01,4410
front_glass,minor,dent,1.78,6540
hood,moderate,lamp broken,17.07,16729
front_door,minor,lamp broken,14.35,8182
back_light,minor,crack,13.01,1655
front_light,moderate,dent,3.59,2889
front_light,minor,lamp broken,7.05,2840
hood,severe,glass shatter,10.3,31742
back_light,minor,scratch,5.98,718
front_light,minor,tire flat,16.78,1375
back_glass,minor,lamp broken,10.43,8908
back_glass,minor,tire flat,4.08,3397
back_bumper,moderate,tire flat,17.21,3155
hood,moderate,glass shatter,3.07,21437
front_glass,minor,dent,15.14,7304
front_door,minor,crack,4.44,5398
front_glass,minor,tire flat,2.37,5474
back_light,minor,scratch,11.1,681
back_light,moderate,glass shatter,19.3,7244
back_bumper,severe,dent,2.36,5843
back_bumper,moderate,lamp broken,15.13,6968
front_light,minor,lamp broken,1.09,3365
hood,minor,dent,16.45,5784
front_door,severe,tire flat,2.55,8282
back_glass,moderate,lamp broken,15.92,14753
front_bumper,minor,tire flat,11.64,2238
back_light,minor,glass shatter,13.81,3956
hood,minor,dent,4.29,5019
hood,minor,dent,24.62,5713
front_bumper,moderate,glass shatter,24.55,14341
back_bumper,severe,crack,6.29,9623
back_door,severe,dent,17.34,11840
back_light,moderate,dent,11.38,2756
front_light,minor,lamp broken,24.49,2936
back_door,minor,tire flat,17.01,3145
front_light,moderate,glass shatter,9.54,6424
back_door,moderate,glass shatter,11.25,17165
back_door,minor,lamp broken,10.56,7550
hood,moderate,lamp broken,6.2,16237
front_glass,minor,lamp broken,16.96,12337
back_door,moderate,tire flat,22.1,5632
back_glass,severe,glass shatter,5.13,31512
front_glass,minor,glass shatter,13.35,19208
back_bumper,moderate,lamp broken,5.67,7945
back_door,severe,glass shatter,8.8,23378
hood,minor,lamp broken,7.99,8953
front_door,minor,lamp broken,4.25,6742
front_light,minor,glass shatter,11.41,5130
front_light,minor,glass shatter,14.18,4151
hood,severe,crack,13.77,15592
back_door,severe,tire flat,7.98,8418
back_door,minor,glass shatter,14.23,8998
back_door,moderate,scratch,23.78,2867
front_glass,moderate,crack,13.83,14288
back_door,minor,crack,1.95,4946
front_door,minor,dent,15.48,3903
back_glass,severe,lamp broken,14.47,28331
front_door,minor,tire flat,2.19,2823
back_bumper,moderate,scratch,1.43,1650
back_glass,moderate,crack,2.53,10347
back_bumper,minor,glass shatter,14.72,7805
front_glass,moderate,tire flat,9.27,10359
back_glass,moderate,scratch,10.79,3578
back_door,moderate,tire flat,10.23,5480
back_bumper,moderate,glass shatter,1.48,9601
front_bumper,severe,scratch,16.63,3490
